"building_id","building_point_wkt"
1589,POINT(2.334885604894151 48.87041350047095)
1590,POINT(2.334883504894164 48.870550700470965)
1591,POINT(2.335070704894132 48.870950500470954)
1592,POINT(2.334616204894148 48.86923330047093)
1595,POINT(2.352967904887798 48.86854180046998)
1600,POINT(2.346436304889862 48.86641030047023)
1601,POINT(2.346284104889915 48.866437300470224)
1604,POINT(2.346451404889863 48.866504300470226)
1605,POINT(2.346212604889951 48.86655950047026)
1606,POINT(2.345892404890065 48.86660470047025)
1608,POINT(2.345649104890153 48.86665680047027)
1609,POINT(2.345414204890237 48.866697800470284)
1615,POINT(2.332937904894762 48.86969620047103)
1620,POINT(2.337295304893152 48.86831670047074)
1622,POINT(2.336789104893335 48.86842870047077)
1624,POINT(2.343254204890913 48.86591200047036)
1625,POINT(2.343413004890885 48.86623500047037)
1626,POINT(2.343506504890867 48.866397000470364)
1627,POINT(2.343756404890828 48.866974100470394)
1630,POINT(2.349640804889029 48.86966380047021)
1633,POINT(2.350498704888721 48.86947490047015)
1634,POINT(2.347966204889648 48.8702001004703)
1635,POINT(2.348507804889478 48.87040200047026)
1636,POINT(2.349652459100197 48.8699148548062)
1638,POINT(2.341405004891585 48.866399200470454)
1639,POINT(2.341614855148077 48.86647864776806)
1645,POINT(2.342248904891323 48.86673010047045)
1646,POINT(2.343012704891139 48.867649500470435)
1648,POINT(2.343701098485608 48.867377565884944)
1649,POINT(2.341495504891532 48.86610780047045)
1650,POINT(2.341845604891407 48.86605510047044)
1652,POINT(2.341954004891406 48.86649500047045)
1653,POINT(2.342128604891352 48.86656160047044)
1654,POINT(2.342322704891291 48.86663720047043)
1655,POINT(2.342501204891236 48.86670380047044)
1659,POINT(2.345806504890013 48.86562060047024)
1661,POINT(2.345536504890109 48.86565330047024)
1665,POINT(2.345795304890024 48.865710000470216)
1666,POINT(2.345490204890131 48.86574680047023)
1671,POINT(2.34736490488941 48.86478730047012)
1674,POINT(2.348445404889087 48.865353300470105)
1678,POINT(2.337342104893338 48.87076690047085)
1683,POINT(2.334948404893954 48.86827280047086)
1684,POINT(2.334991104893889 48.86764340047083)
1686,POINT(2.338222904892934 48.86951640047076)
1688,POINT(2.335584204893815 48.86923500047087)
1689,POINT(2.335659204893802 48.86937070047088)
1690,POINT(2.335721604893793 48.86954600047085)
1693,POINT(2.335397304893821 48.868527100470864)
1695,POINT(2.340933204892179 48.87166770047068)
1697,POINT(2.342630104891576 48.871392500470606)
1698,POINT(2.342140904891751 48.87146800047062)
1700,POINT(2.34249470489154 48.870383400470566)
1701,POINT(2.34261440489152 48.87064200047058)
1702,POINT(2.342654304891512 48.87071780047059)
1703,POINT(2.3427382048915 48.87092390047056)
1711,POINT(2.343122704891185 48.86867830047046)
1712,POINT(2.34386810489075 48.866488700470356)
1714,POINT(2.344564104890452 48.86577720047028)
1716,POINT(2.344507904890483 48.865912000470296)
1717,POINT(2.344481004890496 48.86596840047028)
1718,POINT(2.34440760489054 48.8661939004703)
1722,POINT(2.343280104891227 48.8698757004705)
1723,POINT(2.342837904891406 48.870183900470536)
1726,POINT(2.342874404891419 48.870505100470545)
1728,POINT(2.343088704891271 48.86959800047051)
1743,POINT(2.344505804890568 48.86694000047034)
1745,POINT(2.346812404889628 48.865115900470144)
1751,POINT(2.346934004889632 48.86567380047018)
1752,POINT(2.347020204889631 48.86603820047018)
1753,POINT(2.347055904889634 48.86620940047017)
1764,POINT(2.347034304889557 48.86519000047013)
1773,POINT(2.346723904889956 48.86876130047035)
1774,POINT(2.346653304889988 48.86885940047031)
1775,POINT(2.346572504890025 48.86895910047031)
1776,POINT(2.347179404889779 48.86851900047025)
1785,POINT(2.347880804889615 48.86943960047025)
1792,POINT(2.341506804891662 48.86774870047052)
1793,POINT(2.3412313048918 48.86826650047057)
1795,POINT(2.341144504891688 48.8665324004705)
1797,POINT(2.341368404891655 48.86707750047049)
1800,POINT(2.341882704891564 48.86811760047052)
1801,POINT(2.341894304891571 48.86826210047051)
1802,POINT(2.342191904891495 48.8685803004705)
1803,POINT(2.342135804891539 48.868876700470565)
1804,POINT(2.342196504891529 48.86901260047055)
1806,POINT(2.342307804891511 48.86925280047051)
1807,POINT(2.342395704891494 48.869425500470534)
1808,POINT(2.33267960489481 48.86923180047102)
1809,POINT(2.332425904894946 48.86981860047103)
1810,POINT(2.333308104894478 48.86778230047089)
1812,POINT(2.333066604894606 48.86834450047092)
1813,POINT(2.333524004894449 48.868334700470925)
1817,POINT(2.330820204895433 48.86904760047107)
1818,POINT(2.330933904895403 48.869163000471076)
1819,POINT(2.331098804895361 48.86932590047107)
1820,POINT(2.331640904895221 48.86988270047108)
1822,POINT(2.331956604895104 48.86978290047106)
1823,POINT(2.330718504895429 48.86855660047108)
1824,POINT(2.330845704895394 48.86867570047108)
1825,POINT(2.331000504895355 48.86882580047108)
1827,POINT(2.331308304895274 48.8691386004711)
1829,POINT(2.35102350488815 48.86469200046993)
1831,POINT(2.351155804888123 48.864928600469916)
1832,POINT(2.351410204888071 48.86536110046993)
1834,POINT(2.351472204888084 48.86577280046995)
1835,POINT(2.351675304888022 48.86585800046995)
1836,POINT(2.351749904888008 48.86599070046995)
1840,POINT(2.352280804887901 48.866941500469956)
1853,POINT(2.341389004891678 48.86746220047051)
1858,POINT(2.342025104891473 48.86759910047049)
1859,POINT(2.347094004889641 48.86645590047017)
1860,POINT(2.347116104889647 48.866622100470174)
1863,POINT(2.347143804889653 48.86680320047024)
1865,POINT(2.347171904889658 48.86700610047021)
1867,POINT(2.347082004889732 48.867518600470234)
1879,POINT(2.347320404889584 48.86670990047016)
1880,POINT(2.347347904889589 48.8668886004702)
1883,POINT(2.335508304893669 48.867148800470815)
1887,POINT(2.336570504893291 48.86698200047072)
1888,POINT(2.336264404893393 48.86694650047069)
1889,POINT(2.336124404893445 48.866978900470755)
1893,POINT(2.338840304892475 48.86649490047059)
1896,POINT(2.345671088313933 48.87089857640241)
1897,POINT(2.345313804890619 48.87094880047047)
1898,POINT(2.344927104890758 48.87101020047048)
1901,POINT(2.344054904891031 48.87070600047049)
1902,POINT(2.34384820489114 48.87119220047049)
1903,POINT(2.343047604891404 48.87105400047056)
1904,POINT(2.34326140489135 48.87128720047053)
1905,POINT(2.346551204890171 48.87065940047038)
1906,POINT(2.346859904890068 48.87069210047036)
1912,POINT(2.347710304889649 48.86913540047025)
1913,POINT(2.347722604889653 48.86923300047029)
1915,POINT(2.347691704889682 48.86945890047028)
1919,POINT(2.347791104889681 48.86985760047027)
1920,POINT(2.347760104889708 48.87006910047031)
1921,POINT(2.347254604889927 48.870623800470334)
1923,POINT(2.347906404889625 48.869662400470254)
1926,POINT(2.347871204889546 48.868543300470215)
1928,POINT(2.347819504889593 48.86890160047025)
1937,POINT(2.333773904894499 48.86999870047095)
1938,POINT(2.3344596048942 48.86921980047094)
1939,POINT(2.334120704894341 48.86952870047092)
1941,POINT(2.334059304894385 48.86980380047097)
1942,POINT(2.334683504894161 48.869699000470916)
1946,POINT(2.334825704894108 48.86965480047092)
1947,POINT(2.337820504893048 48.86923420047075)
1948,POINT(2.337469104893173 48.869303500470764)
1950,POINT(2.336947604893362 48.8694030004708)
1953,POINT(2.335484304893902 48.86988380047089)
1954,POINT(2.337462504893196 48.8695371004708)
1960,POINT(2.337048585683624 48.867940820876335)
1961,POINT(2.342856227591775 48.86823786710658)
1962,POINT(2.344271804890728 48.867915400470395)
1963,POINT(2.343972104890836 48.86798050047042)
1966,POINT(2.347017004889738 48.86732010047021)
1967,POINT(2.346721804889844 48.86738410047024)
1968,POINT(2.346448304889944 48.86744340047026)
1969,POINT(2.348680904889128 48.86683930047013)
1972,POINT(2.347876504889418 48.86701450047019)
1977,POINT(2.349728604888754 48.86665060047003)
1978,POINT(2.35180940488801 48.86628710046996)
1980,POINT(2.342942704891224 48.86841730047046)
1981,POINT(2.345170604890421 48.86793100047034)
1982,POINT(2.344944104890503 48.867980400470366)
1987,POINT(2.346854004889813 48.86756760047024)
1989,POINT(2.349640604888809 48.86695650047008)
1990,POINT(2.348250604889311 48.86726460047014)
1991,POINT(2.348048104889385 48.86731060047019)
1992,POINT(2.347814804889469 48.86736060047019)
1997,POINT(2.337554504892968 48.86715320047068)
1998,POINT(2.337691104892942 48.867412400470684)
1999,POINT(2.337719704892944 48.867528300470696)
2002,POINT(2.339759804892541 48.87116730047076)
2004,POINT(2.340341204892359 48.8713505004707)
2010,POINT(2.339143504892631 48.8696810004707)
2012,POINT(2.338879604892694 48.86936030047069)
2013,POINT(2.338377904892789 48.8684017004707)
2014,POINT(2.338538104892759 48.86870260047071)
2015,POINT(2.334191304894246 48.8686663004709)
2019,POINT(2.333378404894525 48.86867010047096)
2020,POINT(2.334694404894037 48.868206400470854)
2021,POINT(2.33471240489408 48.86882760047092)
2022,POINT(2.334322304894199 48.868652900470906)
2028,POINT(2.335661104893755 48.86882530047083)
2029,POINT(2.338357104892824 48.86874230047071)
2030,POINT(2.337709704893052 48.86882420047072)
2031,POINT(2.337324104893187 48.86882560047076)
2032,POINT(2.337077804893267 48.86881550047075)
2033,POINT(2.33395100489435 48.86892530047094)
2034,POINT(2.336010104893651 48.86900870047082)
2036,POINT(2.33514900489394 48.868934200470854)
2037,POINT(2.334875804894034 48.868934700470874)
2040,POINT(2.3384884048928 48.868992400470695)
2041,POINT(2.338139504892935 48.86917290047074)
2042,POINT(2.337436604893155 48.86893070047074)
2043,POINT(2.337128304893262 48.86893100047077)
2044,POINT(2.353506004887677 48.86931420046998)
2052,POINT(2.351465604888267 48.86797510047005)
2053,POINT(2.351680104888195 48.868004400470014)
2054,POINT(2.351704104888192 48.86806490047003)
2055,POINT(2.351730004888187 48.86812510047001)
2059,POINT(2.35184680488817 48.86840150047003)
2065,POINT(2.351506204888217 48.86752100047002)
2068,POINT(2.351303204888247 48.86704900047001)
2072,POINT(2.350604704888389 48.86587230046999)
2073,POINT(2.350715704888367 48.86606410046998)
2074,POINT(2.35075360488836 48.86612600047003)
2075,POINT(2.350805904888346 48.86619100046999)
2078,POINT(2.350877604888332 48.86632540047)
2080,POINT(2.350284504888445 48.865205300469974)
2081,POINT(2.350331704888437 48.86531590046999)
2082,POINT(2.350368704888432 48.86540420046998)
2084,POINT(2.350072904888456 48.86447260046998)
2085,POINT(2.350037004888488 48.86469730046998)
2089,POINT(2.350356004888315 48.86392300046993)
2092,POINT(2.350962804888158 48.86455800046991)
2095,POINT(2.35057560488836 48.865395200469976)
2096,POINT(2.350612104888354 48.86547300046998)
2105,POINT(2.351484704888179 48.867008100469974)
2110,POINT(2.351814704888131 48.867788200470024)
2113,POINT(2.352042404888096 48.86831860047003)
2115,POINT(2.35216340488808 48.86861710047004)
2123,POINT(2.352908704887892 48.869452300470016)
2126,POINT(2.335960304893537 48.867398500470784)
2127,POINT(2.336016804893525 48.86750490047078)
2129,POINT(2.3361450048935 48.86773950047077)
2130,POINT(2.336194404893493 48.8678525004708)
2131,POINT(2.336226104893488 48.86792540047078)
2133,POINT(2.336374904893464 48.86826740047078)
2135,POINT(2.336447004893453 48.86841680047079)
2137,POINT(2.336509604893444 48.868580300470775)
2141,POINT(2.336158804893471 48.867446800470766)
2143,POINT(2.336273704893454 48.86770610047078)
2153,POINT(2.353703104887605 48.86926900046998)
2162,POINT(2.350952504888497 48.868647100470085)
2163,POINT(2.351194904888418 48.868699400470085)
2164,POINT(2.35195680488815 48.86860860047001)
2168,POINT(2.344900204890646 48.86953480047041)
2171,POINT(2.345589521720862 48.87016071375612)
2173,POINT(2.345798504890417 48.8705096004704)
2174,POINT(2.345909104890395 48.870700500470406)
2175,POINT(2.345132404890467 48.86832050047037)
2190,POINT(2.343406204891105 48.868895000470445)
2192,POINT(2.341864304891737 48.8701571004706)
2193,POINT(2.340385004892262 48.87037640047063)
2194,POINT(2.339363804892609 48.870334300470724)
2198,POINT(2.338692604892872 48.87072350047076)
2202,POINT(2.340424904892258 48.87047080047069)
2204,POINT(2.33953210489258 48.87069360047075)
2205,POINT(2.339745204892496 48.870561600470694)
2206,POINT(2.342077704891678 48.870325400470584)
2208,POINT(2.350028604888577 48.865743600470005)
2212,POINT(2.34819970488923 48.866091400470104)
2213,POINT(2.347937004889325 48.86614880047014)
2214,POINT(2.347701504889411 48.86619780047014)
2216,POINT(2.348851004889003 48.86602990047006)
2217,POINT(2.349132104888934 48.866365300470086)
2218,POINT(2.348524004889121 48.866098100470104)
2219,POINT(2.348370304889177 48.866129100470104)
2220,POINT(2.348182304889243 48.86616620047013)
2221,POINT(2.348056004889291 48.86619430047013)
2222,POINT(2.347701404889416 48.86626760047014)
2224,POINT(2.350096504888559 48.86582270047003)
2225,POINT(2.349928904888619 48.86585410047004)
2229,POINT(2.350822904888128 48.86359880046987)
2231,POINT(2.350958304888102 48.86384240046989)
2235,POINT(2.351448904888004 48.86471670046992)
2236,POINT(2.351535804887989 48.86487110046991)
2239,POINT(2.351970704887934 48.86602400046995)
2240,POINT(2.352418304887815 48.86644720046992)
2242,POINT(2.352828404887735 48.86718480046994)
2245,POINT(2.352994004887702 48.86748000046992)
2246,POINT(2.353028004887695 48.86754140046994)
2247,POINT(2.353071304887686 48.86761900046992)
2248,POINT(2.353126504887674 48.867717300469955)
2250,POINT(2.353394704887624 48.86819640046995)
2255,POINT(2.345632004890332 48.86878210047036)
2258,POINT(2.345772616156054 48.86915085517914)
2260,POINT(2.34551800489035 48.86849160047037)
2262,POINT(2.346183304890235 48.86989610047036)
2263,POINT(2.346356204890203 48.87024830047036)
2264,POINT(2.346412704890194 48.87036120047035)
2265,POINT(2.346473904890186 48.870505000470374)
2266,POINT(2.345663804890247 48.867872900470324)
2267,POINT(2.345606704890297 48.8682473004703)
2268,POINT(2.345698004890293 48.868573100470336)
2269,POINT(2.345782804890283 48.868821100470356)
2272,POINT(2.346106804890224 48.86945660047033)
2274,POINT(2.346192704890213 48.86966670047035)
2275,POINT(2.346254504890202 48.869788500470364)
2276,POINT(2.34631660489019 48.86991130047034)
2277,POINT(2.346432313783389 48.870138338402356)
2278,POINT(2.346546204890147 48.87035730047037)
2279,POINT(2.346594104890139 48.87044820047037)
2280,POINT(2.348803804889285 48.86928910047023)
2294,POINT(2.349139204888778 48.86448780047004)
2295,POINT(2.348716104888932 48.86458390047003)
2300,POINT(2.346431704889734 48.86482210047017)
2302,POINT(2.346043404889867 48.86482380047021)
2303,POINT(2.345883304889923 48.86483140047019)
2310,POINT(2.348753904888924 48.86464570047004)
2313,POINT(2.34765190488931 48.864775100470105)
2316,POINT(2.353101524755552 48.867922638600916)
2317,POINT(2.352517104887913 48.86803790046998)
2322,POINT(2.3528488048878 48.86805380046999)
2325,POINT(2.349045004888768 48.86398480046998)
2327,POINT(2.349568204888599 48.86408670046998)
2329,POINT(2.349905804888489 48.86416310046999)
2331,POINT(2.350339204888331 48.86405240046992)
2335,POINT(2.34525460489059 48.87035090047041)
2336,POINT(2.344979605077122 48.870415482124315)
2337,POINT(2.344278704890939 48.870529300470466)
2338,POINT(2.343640659940839 48.87065097559671)
2339,POINT(2.344767704890776 48.87057530047045)
2349,POINT(2.341032804892076 48.87082170047068)
2350,POINT(2.341158604892054 48.87105210047064)
2351,POINT(2.340621004892156 48.87006610047064)
2352,POINT(2.34070130489214 48.87020910047065)
2354,POINT(2.339563904892361 48.86812740047062)
2355,POINT(2.339642835380679 48.86824530064941)
2357,POINT(2.339810904892312 48.86857930047065)
2358,POINT(2.341848804891758 48.87034280047059)
2364,POINT(2.33938300489237 48.86748540047063)
2365,POINT(2.339458204892353 48.86762280047062)
2366,POINT(2.339518504892343 48.86773320047062)
2367,POINT(2.339616604892324 48.867912000470625)
2368,POINT(2.339779604892292 48.86821230047063)
2369,POINT(2.340558304892066 48.86871130047059)
2370,POINT(2.329659804895847 48.869237200471154)
2371,POINT(2.329785004895815 48.86936020047115)
2374,POINT(2.33033800489567 48.86990330047117)
2375,POINT(2.33045220489553 48.86868340047112)
2377,POINT(2.330172804895695 48.86951530047114)
2379,POINT(2.359982904884927 48.86283940046942)
2381,POINT(2.360216204884861 48.86303200046941)
2382,POINT(2.360423704884806 48.86320430046942)
2387,POINT(2.357071704885716 48.86029920046946)
2388,POINT(2.358380204885362 48.86144670046946)
2389,POINT(2.358689004885286 48.861807000469454)
2391,POINT(2.359949904884922 48.86264710046942)
2392,POINT(2.360700704884719 48.86328700046942)
2395,POINT(2.358433204885333 48.86133740046943)
2397,POINT(2.359185404885129 48.861979800469435)
2398,POINT(2.359450204885056 48.862207600469425)
2399,POINT(2.359582604885023 48.862332400469455)
2401,POINT(2.366765004882294 48.85906940046895)
2402,POINT(2.366023004882544 48.85901820046898)
2403,POINT(2.366635504882374 48.85949360046898)
2405,POINT(2.367270304882181 48.85980320046895)
2408,POINT(2.361315104884119 48.85854770046918)
2409,POINT(2.361102004884198 48.85862460046922)
2413,POINT(2.361710804883982 48.85854010046916)
2414,POINT(2.360809204884319 48.858871600469236)
2415,POINT(2.360641404884383 48.858946300469235)
2422,POINT(2.365705704882475 48.85683340046891)
2423,POINT(2.35367750488701 48.861881200469696)
2424,POINT(2.355336704886691 48.86493560046972)
2432,POINT(2.354792904886795 48.86392600046972)
2435,POINT(2.353874404886971 48.86224560046971)
2437,POINT(2.355877904886519 48.865103000469716)
2438,POINT(2.355460504886619 48.86457830046972)
2439,POINT(2.355162604886676 48.86401930046971)
2441,POINT(2.354483504886808 48.86278250046971)
2443,POINT(2.353790004886915 48.8611853004697)
2445,POINT(2.354016404886896 48.86192410046967)
2446,POINT(2.354072204886887 48.862026500469675)
2447,POINT(2.35415670488687 48.86218240046967)
2448,POINT(2.35425820488685 48.8623692004697)
2449,POINT(2.360310104884822 48.86293760046942)
2450,POINT(2.360401104884799 48.86303870046941)
2453,POINT(2.361281704884486 48.862894800469356)
2454,POINT(2.367150604882264 48.860292400468964)
2455,POINT(2.367068404882318 48.86063340046896)
2456,POINT(2.367031304882344 48.860789300468994)
2457,POINT(2.367370104882113 48.85938720046893)
2458,POINT(2.367315604882149 48.859614500468915)
2459,POINT(2.367002004882296 48.860069300468965)
2461,POINT(2.367474704882043 48.85896630046891)
2462,POINT(2.367442804882063 48.859087700468905)
2463,POINT(2.367732104881866 48.857887700468844)
2464,POINT(2.367703404881885 48.858007500468844)
2466,POINT(2.367646504881924 48.85822570046887)
2467,POINT(2.367963704881624 48.85588510046877)
2468,POINT(2.368088804881622 48.85640040046876)
2470,POINT(2.367403004881876 48.85662010046883)
2471,POINT(2.367998504881682 48.856747200468796)
2472,POINT(2.367980604881696 48.85685030046879)
2473,POINT(2.367931593715349 48.85711700265356)
2474,POINT(2.367854004881789 48.85744550046883)
2475,POINT(2.363807004883853 48.86575690046935)
2476,POINT(2.36369020488391 48.86594760046937)
2477,POINT(2.363601404883952 48.866092500469364)
2478,POINT(2.363510704883997 48.86624060046939)
2479,POINT(2.363407604884046 48.866409100469376)
2480,POINT(2.363287304884103 48.8666054004694)
2482,POINT(2.363119804884182 48.8668822004694)
2483,POINT(2.364128204883699 48.86521480046931)
2484,POINT(2.364376820848178 48.86512985038284)
2485,POINT(2.364265304883663 48.8653359004693)
2489,POINT(2.364169404883709 48.865492400469314)
