"building_id","building_polygon_wkt"
1718,"MULTIPOLYGON(((2.343974604890664 48.86588610047034,2.344005304890654 48.865894200470294,2.344007404890652 48.86588960047034,2.344117704890619 48.86593680047034,2.344163504890604 48.86595790047034,2.344219204890589 48.86598370047032,2.344452504890518 48.86608930047031,2.344430004890528 48.86614150047031,2.34440760489054 48.8661939004703,2.344291604890575 48.86614100047034,2.344292504890575 48.86613800047031,2.344221004890597 48.86610200047032,2.344098004890633 48.866052300470315,2.344020504890659 48.86602320047033,2.34395230489068 48.86599660047034,2.343928004890689 48.86598780047031,2.343942004890681 48.86596290047035,2.343974604890664 48.86588610047034)))"
1722,"MULTIPOLYGON(((2.342841004891397 48.870080600470565,2.342853204891386 48.87000610047053,2.342860904891378 48.869958100470534,2.342861404891379 48.869957000470556,2.342862104891379 48.86995580047054,2.342863204891378 48.86995500047055,2.342864904891377 48.86995420047054,2.342866504891376 48.86995360047053,2.343121404891284 48.86989940047053,2.343453304891165 48.86982980047048,2.343461704891165 48.86984760047052,2.343518604891142 48.8698355004705,2.343601604891129 48.87001420047049,2.343534804891154 48.870029000470524,2.343376904891209 48.87006320047052,2.343246504891258 48.87009010047053,2.343215904891268 48.87009710047052,2.343237404891266 48.87014510047053,2.343141404891298 48.87014250047056,2.343042204891331 48.87013800047054,2.343051304891323 48.87008760047051,2.342841004891397 48.870080600470565)))"
1723,"MULTIPOLYGON(((2.342841004891397 48.870080600470565,2.343051304891323 48.87008760047051,2.343042204891331 48.87013800047054,2.343141404891298 48.87014250047056,2.343237404891266 48.87014510047053,2.343242904891265 48.870156300470526,2.343280504891259 48.87024050047054,2.343301404891256 48.87028960047052,2.343314804891253 48.87031950047054,2.343328804891252 48.870352500470524,2.343369604891245 48.87044970047053,2.343349704891254 48.870476800470556,2.343183904891304 48.87040670047053,2.343153104891315 48.87039310047052,2.343118704891326 48.87037860047056,2.343001504891361 48.87032840047055,2.34297170489137 48.87031670047055,2.342931504891383 48.87029940047055,2.342901404891392 48.870286200470574,2.342846204891408 48.870263300470526,2.342811404891422 48.870261500470534,2.342841004891397 48.870080600470565)))"
1726,"MULTIPOLYGON(((2.343349704891254 48.870476800470556,2.343366704891247 48.87048550047052,2.34336250489125 48.87049490047054,2.343238004891296 48.87051640047053,2.343191504891311 48.87052420047055,2.342882104891422 48.870574500470546,2.342847504891425 48.87046260047056,2.34299850489137 48.870437400470536,2.343130104891324 48.870415300470555,2.343147304891318 48.87041250047055,2.343183904891304 48.87040670047053,2.343349704891254 48.870476800470556)))"
1728,"MULTIPOLYGON(((2.343098004891265 48.869546300470496,2.343276704891199 48.869515800470516,2.343311204891188 48.869509800470496,2.343420304891147 48.86948930047049,2.343442304891141 48.869484600470486,2.343462904891133 48.86948060047048,2.343492204891122 48.86947440047049,2.343567604891096 48.86945890047049,2.343596004891085 48.869452600470474,2.343673804891071 48.869596200470475,2.343546804891116 48.86962720047048,2.343519204891127 48.86963390047047,2.343495104891135 48.869639700470486,2.343483404891139 48.8696429004705,2.343458504891149 48.86964890047049,2.343365104891183 48.869671700470505,2.343250304891224 48.86969980047049,2.343197104891243 48.86971250047051,2.343188904891246 48.869714400470485,2.343034304891297 48.869686200470525,2.343098004891265 48.869546300470496)))"
1743,"MULTIPOLYGON(((2.344709404890483 48.866759000470324,2.344708504890484 48.86677530047032,2.344707804890487 48.86677810047034,2.344657104890509 48.866851600470305,2.344570204890549 48.866975000470305,2.344437104890591 48.86693460047036,2.344447804890586 48.86691880047032,2.34437650489061 48.866897400470364,2.344360504890614 48.86689260047033,2.344332004890621 48.86685120047036,2.344337604890616 48.866838500470344,2.344350504890609 48.86681000047034,2.344356204890607 48.86679690047034,2.344409504890586 48.866769200470344,2.344487904890558 48.8667664004703,2.344493804890557 48.86676630047034,2.344706004890484 48.866759000470324,2.344709404890483 48.866759000470324)))"
1745,"MULTIPOLYGON(((2.346765204889627 48.86490120047015,2.346735904889637 48.86490030047015,2.346675704889657 48.86490280047016,2.346596504889686 48.86490690047018,2.346563804889696 48.86491380047017,2.346567004889697 48.86493250047017,2.346447104889737 48.86493810047018,2.346444804889739 48.864938000470175,2.346419004889747 48.86493920047017,2.346366404889766 48.864941000470175,2.346378504889768 48.86501480047019,2.346199704889829 48.86502500047017,2.346139004889851 48.865028300470186,2.346156704889852 48.86511540047019,2.346177504889848 48.86516770047018,2.346184804889846 48.865167700470195,2.346185604889847 48.86517290047017,2.346191804889847 48.86519610047019,2.346193504889846 48.86520340047018,2.346197704889847 48.86521710047019,2.346199504889846 48.86522350047021,2.346204704889846 48.86524580047018,2.346209204889847 48.865263600470186,2.346216404889847 48.86529430047018,2.346227004889847 48.8653369004702,2.346234604889846 48.86536980047022,2.346238304889846 48.86538450047019,2.346248504889846 48.86542770047019,2.346265604889839 48.865425200470206,2.346284704889833 48.86542270047019,2.346459404889772 48.86540030047017,2.346447004889772 48.86535730047018,2.346439604889772 48.86533010047018,2.346421104889773 48.865264500470175,2.346540604889734 48.86525790047019,2.346630204889701 48.86525330047018,2.346629604889698 48.86521980047017,2.346629904889698 48.86520910047018,2.346632904889697 48.86520910047019,2.346669804889685 48.86520560047017,2.346692804889676 48.86520360047015,2.346835904889626 48.865188900470166,2.346812104889627 48.86509240047016,2.346765204889627 48.86490120047015)))"
1751,"MULTIPOLYGON(((2.346949204889629 48.86572010047017,2.346825204889674 48.86573510047018,2.346747804889702 48.86574590047021,2.346743304889702 48.865745800470194,2.346695504889721 48.86575230047018,2.346653804889734 48.86575790047017,2.346537104889777 48.865772800470204,2.346536504889776 48.865770800470195,2.346529804889776 48.8657436004702,2.346523104889776 48.8657163004702,2.346519904889776 48.8657019004702,2.346659304889727 48.865684400470194,2.346729304889701 48.86567600047019,2.346935204889629 48.86565170047016,2.346949204889629 48.86572010047017)))"
1752,"MULTIPOLYGON(((2.346527604889814 48.86619630047019,2.346768204889727 48.86616420047018,2.346781204889728 48.86621340047019,2.34680280488972 48.866210200470206,2.34688870488969 48.866197400470206,2.346902004889686 48.86619580047019,2.346899304889686 48.86618590047021,2.347051804889631 48.866160600470195,2.34700460488963 48.86593980047017,2.346993704889634 48.86594140047017,2.346991904889633 48.86593520047018,2.346959104889642 48.86591910047017,2.346751704889715 48.86594350047018,2.346621904889762 48.86595900047019,2.346647104889761 48.86605820047019,2.346489104889816 48.8660793004702,2.346522504889813 48.86616700047023,2.346527604889814 48.86619630047019)))"
1753,"MULTIPOLYGON(((2.34688870488969 48.866197400470206,2.346902004889686 48.86619580047019,2.346899304889686 48.86618590047021,2.347051804889631 48.866160600470195,2.347053904889632 48.8661708004702,2.347073404889632 48.866263600470184,2.346834304889718 48.8663059004702,2.346821204889723 48.866307600470186,2.346693004889768 48.86632860047019,2.34668500488977 48.866329400470185,2.346619204889794 48.86633940047022,2.346541004889822 48.86635160047021,2.346529304889822 48.86630940047021,2.346521304889823 48.86628070047021,2.346519804889824 48.86627320047024,2.346807504889721 48.866232200470215,2.346896104889688 48.86622000047019,2.346892304889689 48.86620840047019,2.34688870488969 48.866197400470206)))"
1764,"MULTIPOLYGON(((2.347677704889342 48.86525610047012,2.347714504889339 48.86537770047013,2.347695604889347 48.865382500470126,2.347638404889368 48.86539350047014,2.347513104889413 48.86542030047012,2.347445804889437 48.86543380047014,2.347374304889462 48.86544880047014,2.347360804889467 48.86545150047013,2.347294804889489 48.86546550047014,2.347261204889503 48.86547280047015,2.347257104889503 48.865473200470156,2.347255704889505 48.865473400470144,2.347234204889512 48.86547780047015,2.347093004889564 48.86550900047017,2.347092404889563 48.86550670047014,2.347022504889562 48.865203000470174,2.347022004889562 48.865198000470144,2.347022604889562 48.865191600470176,2.347024304889562 48.865185300470145,2.34702710488956 48.86517980047014,2.347030904889558 48.865174100470156,2.347036004889554 48.86516860047013,2.347043504889551 48.865162800470145,2.347051104889549 48.86515850047013,2.347058204889548 48.86515530047015,2.347059504889546 48.86515480047016,2.347068204889542 48.86515190047015,2.347077904889539 48.865149600470154,2.347087804889535 48.86514820047014,2.34738800488943 48.86511860047013,2.347392004889429 48.86511890047013,2.347402704889428 48.86516450047012,2.34745790488941 48.865156300470126,2.34746010488941 48.86516770047012,2.347645804889344 48.86515300047012,2.347650104889344 48.86517890047011,2.347654504889347 48.86521390047013,2.347663004889347 48.86525770047012,2.347677704889342 48.86525610047012)))"
1773,"MULTIPOLYGON(((2.346250404890106 48.86860350047031,2.346265604890103 48.86863750047032,2.346471104890039 48.86871270047032,2.346586004890003 48.86875640047031,2.34672110488996 48.8688083004703,2.346810004889922 48.868707500470286,2.346578004889993 48.86861760047031,2.346508104890016 48.86858830047031,2.346454004890036 48.8685914004703,2.346250404890106 48.86860350047031)))"
1774,"MULTIPOLYGON(((2.346269304890102 48.86864680047032,2.346265604890103 48.86863750047032,2.346471104890039 48.86871270047032,2.346586004890003 48.86875640047031,2.34672110488996 48.8688083004703,2.346639204889997 48.86890130047029,2.346323704890095 48.86878470047033,2.346269304890102 48.86864680047032)))"
1775,"MULTIPOLYGON(((2.34636580489009 48.86887910047033,2.34635040489009 48.86884450047031,2.346323704890095 48.86878470047033,2.346639204889997 48.86890130047029,2.346564604890028 48.86898590047031,2.346429804890078 48.86901110047033,2.346426504890079 48.86901180047033,2.346409504890082 48.86897710047034,2.346383304890085 48.86891830047031,2.34636580489009 48.86887910047033)))"
1776,"MULTIPOLYGON(((2.34737040488973 48.86868700047027,2.34736700488973 48.86868140047027,2.347247104889767 48.86862620047029,2.347113504889808 48.868575900470255,2.34729090488973 48.86837410047024,2.347295004889728 48.86837520047025,2.347315804889737 48.86854210047026,2.347385804889712 48.868538000470274,2.347401404889713 48.86863990047024,2.347422004889707 48.86863940047025,2.34742730488971 48.868675600470254,2.34737040488973 48.86868700047027)))"
1785,"MULTIPOLYGON(((2.347860304889618 48.86938060047027,2.34796380488958 48.86937900047026,2.34811130488953 48.86937680047025,2.348122404889535 48.86946800047026,2.348096204889548 48.869515200470275,2.348096304889549 48.869517400470265,2.347966604889592 48.86951490047027,2.347876104889623 48.86951600047026,2.347860304889618 48.86938060047027)))"
1792,"MULTIPOLYGON(((2.341306904891744 48.86790850047054,2.341288204891747 48.867864700470534,2.341283704891747 48.86785460047052,2.341258304891751 48.86779620047053,2.341253204891753 48.86778660047056,2.341213704891758 48.86768840047052,2.341450604891673 48.8676492004705,2.341485804891662 48.86766290047052,2.341566204891651 48.867859300470506,2.341310004891744 48.86790850047053,2.341306904891744 48.86790850047054)))"
1793,"MULTIPOLYGON(((2.34118440489181 48.86820700047055,2.341444204891717 48.86815350047054,2.341668704891637 48.868109300470536,2.341726504891628 48.86825060047052,2.341422704891736 48.86831330047052,2.341260404891795 48.86834720047055,2.34118440489181 48.86820700047055)))"
1795,"MULTIPOLYGON(((2.341362404891616 48.86658750047049,2.341156504891689 48.866617300470494,2.341070804891702 48.86640760047051,2.341261404891631 48.86633810047049,2.341265404891629 48.86633830047048,2.341360604891616 48.86658080047048,2.341362404891616 48.86658750047049)))"
1797,"MULTIPOLYGON(((2.341765304891522 48.867104200470486,2.341562104891592 48.8671405004705,2.341422104891642 48.867152600470504,2.34137810489166 48.86715780047051,2.341326004891665 48.86702900047052,2.341367404891651 48.86702440047052,2.341539704891589 48.8670047004705,2.34171140489153 48.866974400470475,2.341765304891522 48.867104200470486)))"
1800,"MULTIPOLYGON(((2.342013004891517 48.86809150047049,2.342112104891483 48.86809800047051,2.342196604891454 48.86810380047051,2.34238490489139 48.86811630047048,2.342502804891351 48.86812420047047,2.342486104891366 48.8682336004705,2.342366904891407 48.86822420047049,2.342247304891447 48.86821480047049,2.342201104891462 48.86821120047051,2.342125404891488 48.8682076004705,2.3420937048915 48.86820480047048,2.341994404891532 48.868196000470526,2.341993704891532 48.868194600470524,2.341884004891569 48.86818620047051,2.341883304891569 48.86818400047051,2.341848104891574 48.86808260047053,2.341847404891572 48.868080300470545,2.342013004891517 48.86809150047049)))"
1801,"MULTIPOLYGON(((2.341884004891569 48.86818620047051,2.341839304891583 48.86818270047053,2.341917004891572 48.86837360047051,2.341934604891571 48.86841690047054,2.341974004891558 48.868428800470525,2.342035304891536 48.86841550047051,2.342044304891533 48.868413600470525,2.342146404891496 48.86839150047052,2.342209004891474 48.86837800047049,2.342125404891488 48.8682076004705,2.3420937048915 48.86820480047048,2.341994404891532 48.868196000470526,2.341993704891532 48.868194600470524,2.341884004891569 48.86818620047051)))"
1802,"MULTIPOLYGON(((2.34207860489155 48.86878020047055,2.34225620489149 48.86879420047052,2.34229200489148 48.86879700047051,2.342545204891392 48.86881590047051,2.342609504891374 48.86882090047051,2.342612704891363 48.8687185004705,2.342612604891363 48.86871450047052,2.342614704891356 48.86863980047051,2.342614504891351 48.8686015004705,2.342687704891328 48.86860900047049,2.342692904891323 48.868575200470495,2.342307304891452 48.86855140047051,2.342306204891455 48.868553900470516,2.342298904891456 48.86855240047052,2.34229130489146 48.86855150047054,2.342284004891461 48.868551500470545,2.342280804891464 48.86855160047052,2.342276504891464 48.86855210047049,2.342269104891468 48.86855330047054,2.342262204891468 48.86855510047048,2.342258404891472 48.868556600470505,2.342256404891472 48.86855230047053,2.342099604891528 48.86859110047051,2.342100504891528 48.86859290047053,2.34209600489153 48.86859410047053,2.342091504891532 48.868595700470514,2.342090104891532 48.86859640047052,2.342087604891534 48.86859790047052,2.342084304891534 48.86860040047051,2.342083504891534 48.86860090047053,2.342071004891538 48.868596400470494,2.342070004891538 48.86859720047052,2.342067304891539 48.86859740047051,2.34206550489154 48.86859770047054,2.34206440489154 48.86859790047053,2.342061704891542 48.868599000470525,2.342059704891541 48.86859860047051,2.342057204891543 48.868602100470504,2.342050504891545 48.86859980047052,2.342015304891562 48.86864430047054,2.342021604891559 48.86864610047053,2.342018804891561 48.8686493004705,2.342020604891561 48.868649900470515,2.34202080489156 48.86865180047054,2.342021304891561 48.86865350047052,2.342022704891561 48.86865520047055,2.34202340489156 48.868656100470524,2.34202270489156 48.86865720047052,2.342035804891556 48.86866250047051,2.342034304891557 48.86866460047053,2.342033304891557 48.86866740047054,2.342032904891557 48.86866950047051,2.342033104891558 48.86867190047053,2.342033804891558 48.868674100470535,2.342031404891557 48.8686746004705,2.34207860489155 48.86878020047055)))"
