"building_id","building_polygon_wkt"
519,"MULTIPOLYGON(((2.334289504893902 48.864888200470766,2.33427580489391 48.86492120047076,2.334274304893911 48.86492470047075,2.33425680489392 48.864965100470776,2.334255704893922 48.864967500470755,2.334235004893932 48.86501740047076,2.334493204893847 48.865067300470756,2.334549104893819 48.86493750047075,2.334289504893902 48.864888200470766)))"
521,"MULTIPOLYGON(((2.333851504894103 48.86549040047082,2.334003304894031 48.865256900470804,2.334381404893907 48.86532740047077,2.334268904893967 48.865588600470794,2.334056004894038 48.86555030047082,2.333851504894103 48.86549040047082)))"
523,"MULTIPOLYGON(((2.333804204894148 48.86584890047084,2.333933304894101 48.86580990047082,2.333957504894093 48.86581420047083,2.333980804894087 48.86581810047083,2.334156704894028 48.865849200470805,2.334052804894082 48.866090900470844,2.333985904894106 48.866094300470834,2.33396890489411 48.86607120047084,2.33392440489412 48.86601130047086,2.333804204894148 48.86584890047084)))"
524,"MULTIPOLYGON(((2.333844104894193 48.86657660047086,2.333900504894164 48.86644560047085,2.333890504894162 48.86637550047081,2.333843204894172 48.86631160047084,2.333752804894206 48.86633910047085,2.333721604894217 48.86634900047084,2.333687404894231 48.86636010047084,2.333660404894242 48.86640670047083,2.333631304894257 48.866456200470864,2.333620104894264 48.86647490047087,2.333607104894268 48.86649710047085,2.333639704894258 48.866506100470865,2.333624304894267 48.86653370047087,2.333844104894193 48.86657660047086)))"
526,"MULTIPOLYGON(((2.33320670489442 48.866661900470866,2.333476604894332 48.86672800047088,2.333509804894321 48.86673160047087,2.333544904894309 48.86673500047084,2.333758304894238 48.866776800470866,2.333694004894275 48.866925300470875,2.333537604894325 48.86689660047088,2.33338610489438 48.8669377004709,2.33320670489442 48.866661900470866)))"
527,"MULTIPOLYGON(((2.335726704893361 48.86429220047067,2.335683204893379 48.86431220047065,2.33565070489339 48.8643275004707,2.335574504893418 48.864362100470665,2.335248004893526 48.864300400470704,2.335279204893509 48.864227300470695,2.335312004893491 48.86415150047066,2.335491004893433 48.86418560047066,2.335612004893393 48.864208100470684,2.335640704893386 48.86421300047067,2.335726704893361 48.86429220047067)))"
528,"MULTIPOLYGON(((2.335574504893418 48.864362100470665,2.335248004893526 48.864300400470704,2.335192804893555 48.86442790047071,2.335281004893531 48.864496900470684,2.335284104893529 48.86449930047069,2.335493704893451 48.864401400470705,2.335529604893436 48.86438440047067,2.335574504893418 48.864362100470665)))"
529,"MULTIPOLYGON(((2.334781704893776 48.86538540047074,2.334901404893735 48.86540740047077,2.335018604893694 48.86538610047075,2.335086704893685 48.865553500470774,2.334893704893753 48.865588900470755,2.334709204893814 48.86555420047078,2.334781704893776 48.86538540047074)))"
530,"MULTIPOLYGON(((2.33508870489373 48.86611820047076,2.335080504893732 48.86610130047077,2.335069204893733 48.86607970047079,2.335040404893739 48.8660280004708,2.334971204893752 48.865896800470765,2.334955204893755 48.865866500470766,2.334938204893758 48.86583470047077,2.334904504893764 48.86577080047077,2.334636804893853 48.86572250047078,2.334494804893927 48.866052500470786,2.334985904893768 48.86614310047077,2.33508870489373 48.86611820047076)))"
532,"MULTIPOLYGON(((2.340415604891513 48.86137250047033,2.340379104891527 48.86138450047033,2.340359804891535 48.861390700470324,2.340310804891553 48.861406600470325,2.340162004891608 48.86145670047034,2.340153904891609 48.861450000470334,2.340126804891618 48.86142670047035,2.340008504891649 48.86132480047034,2.339972504891658 48.86129380047035,2.340261404891554 48.86120040047033,2.340287304891546 48.86123410047032,2.340346004891533 48.86131300047034,2.340415604891513 48.86137250047033)))"
534,"MULTIPOLYGON(((2.344245404889823 48.856750600469994,2.344243504889824 48.856749300469964,2.344242104889824 48.856747600469966,2.344100804889874 48.85677550046999,2.344096604889874 48.85676510046996,2.34405260488989 48.85677370046997,2.34405740488989 48.85678400046997,2.343839604889968 48.85682600047001,2.343624204890019 48.85655220046999,2.343613004890023 48.856556200469996,2.343608304890026 48.85655740046997,2.343604604890027 48.85655800046996,2.343600904890028 48.85655800046996,2.343597404890028 48.85655740047,2.34359390489003 48.85655650047001,2.343590704890031 48.85655530047,2.343589804890031 48.85655510046999,2.343587804890032 48.85655370046998,2.343587204890033 48.85655320046999,2.343584804890033 48.856551300469995,2.343427104890092 48.85660570047,2.343385704890102 48.856553000469994,2.343337004890112 48.85649080047,2.343288904890132 48.85650780046999,2.343079404890182 48.85624250047001,2.343127804890162 48.85622630047,2.343037904890185 48.856111800469996,2.343196304890125 48.85605760046999,2.343195504890124 48.85605640046998,2.343194304890126 48.856054100469976,2.343194104890124 48.85605260047,2.343194104890125 48.85605030046998,2.343194204890126 48.856049400470006,2.343195204890124 48.85604740047,2.343197204890125 48.85604490046999,2.343198404890124 48.85604360046999,2.343200504890123 48.856042000470005,2.343202704890123 48.856040800469984,2.34320540489012 48.856040000469974,2.343216504890116 48.85603600047,2.342998804890168 48.85576070046998,2.343139904890115 48.855712400469976,2.342967004890158 48.85549180047,2.343031504890132 48.85545820046999,2.343022404890135 48.85545070046997,2.343176404890074 48.855369400469975,2.343180704890075 48.85537320046996,2.343183804890072 48.85537150046996,2.343187804890073 48.85537490046997,2.34322290489006 48.85535690046999,2.343217704890061 48.85535340046995,2.343230104890055 48.85534760046997,2.343234104890054 48.85535100046997,2.343269004890041 48.85533300046995,2.343264904890041 48.85532950046997,2.343276004890039 48.85532370046997,2.343280404890037 48.85532700046997,2.343315104890023 48.85530890046997,2.343311004890025 48.85530550046996,2.34332210489002 48.85529980046996,2.343326304890019 48.855303000469966,2.343361004890006 48.855285000469955,2.343357104890007 48.85528150046993,2.343368204890003 48.85527580046997,2.34337240489 48.85527900046995,2.343407104889987 48.85526100046992,2.343403204889989 48.85525760046995,2.343414304889984 48.85525170046995,2.343418604889984 48.855255100469954,2.34345320488997 48.85523700046995,2.343449304889972 48.85523360046995,2.343460704889967 48.85522760046994,2.343464604889965 48.855231100469915,2.343499304889952 48.855212800469936,2.343495404889953 48.855209600469955,2.343506804889949 48.855203800469944,2.34351080488995 48.855207100469954,2.343545404889934 48.855189000469935,2.343541504889935 48.85518560046993,2.34355270488993 48.855179700469925,2.343556904889929 48.85518310046995,2.343591504889917 48.85516510046994,2.343587504889917 48.855161600469906,2.343598804889914 48.855155600469935,2.343602804889912 48.85515910046993,2.343637504889899 48.85514120046994,2.343633504889901 48.855137700469925,2.343645104889895 48.85513190046995,2.343648804889895 48.85513520046994,2.34368380488988 48.85511720046994,2.343679804889883 48.855113700469936,2.343682704889882 48.85511220046994,2.343677904889882 48.85510850046993,2.34373410488986 48.85507860046993,2.343737404889861 48.85508120046992,2.343779504889845 48.8550592004699,2.343776404889844 48.855056500469935,2.343832604889822 48.85502720046991,2.343841304889821 48.855034500469905,2.343906604889796 48.85500470046993,2.343920404889793 48.85501100046993,2.343941904889783 48.85499990046991,2.344006304889758 48.854966000469915,2.344031004889749 48.8549530004699,2.343993004889758 48.8549055004699,2.343990004889759 48.85490690046991,2.34398610488976 48.85490310046994,2.343980604889763 48.85490550046991,2.343923004889778 48.85485000046992,2.343928504889776 48.854847500469916,2.343924704889776 48.85484380046991,2.343995104889749 48.854811900469926,2.343999204889748 48.85481570046993,2.344004704889747 48.85481310046991,2.344011704889745 48.854819600469895,2.344085404889717 48.85478640046992,2.344080304889717 48.85478140046992,2.344320204889627 48.854671900469896,2.344318004889627 48.85466940046988,2.344372704889606 48.85464420046987,2.344375104889605 48.854646500469876,2.344615004889515 48.85453760046986,2.344620304889514 48.85454260046987,2.344674304889492 48.85451810046985,2.344674204889492 48.85451630046987,2.344675804889492 48.85451350046988,2.34467780488949 48.85451120046986,2.34467870488949 48.85451020046986,2.344680004889491 48.85450930046984,2.344681804889489 48.85450840046986,2.344685004889488 48.8545076004699,2.344686104889488 48.85450730046986,2.344689104889487 48.85450690046983,2.344692804889486 48.85450670046987,2.344697204889483 48.854506500469846,2.344700004889482 48.85449660046985,2.344826904889441 48.854512800469855,2.344825104889442 48.85451970046984,2.345114404889365 48.85480580046984,2.345123504889362 48.85480200046984,2.345145104889357 48.854823200469845,2.345139704889358 48.85482570046986,2.345333004889306 48.85501390046985,2.345335204889307 48.855013000469846,2.345343704889304 48.855021300469836,2.345375304889297 48.85505200046985,2.345379504889296 48.855056300469855,2.345383704889294 48.85506040046985,2.345381504889294 48.85506130046983,2.345567404889245 48.85524290046985,2.345570404889246 48.85524440046983,2.345573604889244 48.85524590046985,2.345576104889242 48.85524690046984,2.345579204889241 48.85524740046985,2.345580204889243 48.85524760046985,2.345582204889242 48.85524790046985,2.34558560488924 48.855247600469866,2.34558700488924 48.85524760046986,2.345589004889238 48.85524740046984,2.345590904889238 48.85524690046984,2.345592704889238 48.85524610046985,2.34566150488922 48.85533290046984,2.345645204889227 48.85533860046984,2.345648104889225 48.85534250046984,2.345645204889227 48.85534360046984,2.345681504889219 48.855389700469836,2.345706104889212 48.85542110046984,2.345741204889206 48.85546590046983,2.345747504889204 48.85547380046985,2.345772904889197 48.85550610046983,2.345779304889195 48.85551420046982,2.345814304889187 48.85555920046985,2.34583920488918 48.855590400469865,2.345875404889172 48.85563660046985,2.345878504889172 48.85563560046987,2.345881104889171 48.85563950046986,2.345897904889165 48.85563400046984,2.345925104889159 48.85566850046983,2.345938404889154 48.855685500469825,2.345965504889149 48.855719700469834,2.345963304889149 48.85572050046985,2.34596040488915 48.85572200046984,2.345958104889151 48.85572390046984,2.345956204889153 48.85572620046983,2.345955304889153 48.85572890046986,2.345954704889153 48.855731100469825,2.345954704889154 48.85573200046986,2.345955104889152 48.85573380046984,2.345956904889153 48.85573650046984,2.345958904889152 48.85573950046984,2.346111204889118 48.855962400469856,2.34610640488912 48.85596400046984,2.346266804889084 48.85619860046986,2.346267504889084 48.85620010046986,2.346267904889084 48.856201600469845,2.346267704889084 48.856203100469855,2.346267304889084 48.856204900469855,2.346266204889086 48.85620610046987,2.346264804889085 48.85620740046983,2.346262804889087 48.856208300469866,2.346260704889087 48.85620910046984,2.346247304889091 48.856213300469854,2.346129104889135 48.85624880046984,2.346124504889138 48.856243500469866,2.345735404889281 48.85637250046989,2.345727004889283 48.856360700469885,2.345676604889302 48.85637720046987,2.345685404889299 48.85638860046988,2.345607304889327 48.85641410046987,2.345607204889328 48.85642220046987,2.34560750488933 48.85643070046988,2.34560700488933 48.85643440046989,2.345605404889331 48.85644120046988,2.345603804889332 48.85644500046989,2.345599804889333 48.856451800469884,2.345598004889335 48.8564544004699,2.345593004889335 48.856459900469886,2.345590004889339 48.85646240046989,2.345582404889341 48.856468200469905,2.345574304889344 48.856472800469895,2.345570304889346 48.856474700469875,2.345566604889346 48.8564762004699,2.345558304889351 48.85647890046988,2.345385204889415 48.8565343004699,2.345376304889417 48.85653660046991,2.345373704889419 48.85653700046991,2.345362804889422 48.85653840046989,2.345350804889426 48.85653910046991,2.34533950488943 48.85653860046991,2.345327904889433 48.856536900469884,2.345318104889436 48.856534700469886,2.345311704889439 48.85653260046992,2.345306804889441 48.856530900469906,2.345299304889443 48.85652760046988,2.344939904889572 48.85662280046993,2.344935704889576 48.856627300469924,2.344929004889577 48.85663340046993,2.34492420488958 48.85663700046993,2.344915804889582 48.85664210046991,2.344909304889586 48.856645100469926,2.34489950488959 48.85664880046993,2.344892404889594 48.856651100469925,2.344881604889597 48.85665330046994,2.344878304889598 48.85665390046993,2.344867004889601 48.856655100469915,2.344855204889606 48.85665530046992,2.344852404889605 48.856655200469945,2.344841204889611 48.85665430046993,2.344830204889614 48.85665250046993,2.344821604889617 48.85665030046992,2.344810004889621 48.85664630046993,2.34480860488962 48.85664580046994,2.344796404889625 48.856640500469936,2.34464180488968 48.85667040046995,2.34463710488968 48.85666030046992,2.344593904889696 48.856668600469945,2.344598204889697 48.85667890046995,2.344458304889746 48.85670580046994,2.344458404889746 48.856706200469944,2.344458504889746 48.85670790046998,2.344458104889747 48.856709600469955,2.344457504889747 48.85671110046995,2.344456304889748 48.85671230046996,2.344454604889747 48.85671360046994,2.344452704889749 48.856714600469964,2.344451604889749 48.856714800469945,2.34444980488975 48.85671550046995,2.344447404889751 48.85671580046996,2.344259604889818 48.85675240046996,2.344259004889818 48.85675260046997,2.34425660488982 48.856753100469966,2.344253904889821 48.856753100469966,2.34425170488982 48.856752900469964,2.344249304889822 48.856752500469966,2.344247104889822 48.856751800469965,2.344245404889823 48.856750600469994)))"
539,"MULTIPOLYGON(((2.344848204889772 48.85865740047001,2.344747104889791 48.85845260047002,2.344842804889754 48.85842720047002,2.344902804889731 48.85840370046996,2.344946904889723 48.85846890046998,2.345002104889702 48.85845090047,2.345065504889678 48.85843760047,2.345037404889685 48.85839340046999,2.34513850488965 48.85836510046999,2.345141904889648 48.85836400047,2.345223204889631 48.85851380047001,2.345123804889668 48.85853900046998,2.345138704889664 48.858563000469985,2.345125904889669 48.858566300469974,2.344905704889749 48.858625800470016,2.344916504889748 48.85864520047,2.344848204889772 48.85865740047001)))"
542,"MULTIPOLYGON(((2.339998404891773 48.8627899004704,2.339947404891793 48.862811600470415,2.33985030489183 48.86284990047041,2.339622804891915 48.86293910047043,2.339534004891927 48.862726200470405,2.339674404891874 48.862674500470405,2.339833004891815 48.862614400470406,2.339878404891804 48.86266720047041,2.339907004891796 48.86269620047041,2.339907804891796 48.86269720047041,2.339969604891779 48.862760400470414,2.339970704891781 48.8627619004704,2.339998404891773 48.8627899004704)))"
543,"MULTIPOLYGON(((2.34155870489105 48.86048190047025,2.341559104891046 48.86043240047024,2.341561304891045 48.86043090047025,2.341551204891042 48.86035780047023,2.341560604891038 48.86035980047024,2.341794504890963 48.86041000047022,2.341802304890965 48.8604822004702,2.341607404891038 48.86054530047024,2.34155870489105 48.86048190047025)))"
546,"MULTIPOLYGON(((2.338800004892456 48.866114200470584,2.338959604892398 48.86607750047059,2.338990404892388 48.86607050047058,2.339149104892331 48.866033900470555,2.339216504892317 48.86615780047056,2.339207204892321 48.86615990047058,2.339168404892334 48.86616900047056,2.338866504892444 48.86623930047058,2.338800004892456 48.866114200470584)))"
553,"MULTIPOLYGON(((2.336427504893309 48.86658680047072,2.336562204893257 48.866512200470716,2.336635504893236 48.86656820047071,2.336666004893228 48.86659170047071,2.336668404893228 48.866594900470716,2.336748604893212 48.86673700047071,2.336630304893254 48.86676450047073,2.336545504893285 48.86678430047073,2.336487604893297 48.86668540047074,2.336459504893304 48.866645300470715,2.336441304893308 48.86661180047073,2.336432204893307 48.86659570047073,2.336427504893309 48.86658680047072)))"
554,"MULTIPOLYGON(((2.336182304893397 48.86663210047074,2.336204204893393 48.86666680047073,2.33626640489337 48.866651300470735,2.336269104893368 48.866655300470754,2.336369204893348 48.866825100470734,2.336193604893411 48.86686610047075,2.336095404893433 48.86669630047075,2.336074104893436 48.86665910047074,2.336182304893397 48.86663210047074)))"
559,"MULTIPOLYGON(((2.334172804894144 48.867337000470854,2.334055804894166 48.86712550047087,2.334057604894165 48.867120800470886,2.334231904894104 48.86708120047086,2.33434920489408 48.86729480047087,2.334172804894144 48.867337000470854)))"
560,"MULTIPOLYGON(((2.334172804894144 48.867337000470854,2.333986504894213 48.867381700470894,2.333935104894226 48.86735030047087,2.334183004894094 48.866772500470844,2.334254204894069 48.86677130047086,2.334377904894046 48.86700600047084,2.334379304894046 48.86700850047083,2.334214204894106 48.867047900470865,2.334231904894104 48.86708120047086,2.334057604894165 48.867120800470886,2.334055804894166 48.86712550047087,2.334172804894144 48.867337000470854)))"
562,"MULTIPOLYGON(((2.348067404888875 48.86118680046994,2.348119604888864 48.86126720046995,2.347996404888908 48.861293100469936,2.347872704888931 48.86106240046996,2.347891804888925 48.86103820046996,2.347977504888891 48.861018100469934,2.348018504888885 48.86109560046993,2.34803840488888 48.86113180046996,2.348067404888875 48.86118680046994)))"
565,"MULTIPOLYGON(((2.349350704888624 48.863500600469955,2.349292404888637 48.86339360046995,2.349172704888678 48.86342370046997,2.34916930488868 48.86342520046998,2.349172804888681 48.86343440046998,2.349021504888737 48.863469400469974,2.349120504888718 48.86366670046999,2.349126604888716 48.86366520046999,2.34919650488869 48.86364890046999,2.349247604888671 48.86363690046998,2.349366804888629 48.86360930046998,2.349401704888616 48.86360080046998,2.349405004888616 48.863600000469965,2.349350704888624 48.863500600469955)))"
570,"MULTIPOLYGON(((2.344012504890222 48.860667700470124,2.343929004890252 48.86065870047014,2.343917404890255 48.860660700470135,2.343865904890263 48.86055450047014,2.343826604890271 48.860486200470106,2.343817904890273 48.86046970047014,2.34388020489025 48.860456100470124,2.344032504890196 48.8604219004701,2.344036004890195 48.86042880047013,2.344208104890134 48.8603855004701,2.344266104890119 48.860459900470104,2.344274904890117 48.86047110047009,2.344278104890116 48.8604751004701,2.344184004890151 48.860500500470124,2.344175004890154 48.860502300470124,2.344135704890167 48.860510600470114,2.344086004890185 48.86052080047012,2.344099104890184 48.86054420047012,2.344012704890215 48.86056520047013,2.344070904890204 48.86067380047014,2.344012504890222 48.860667700470124)))"
571,"MULTIPOLYGON(((2.344154904890175 48.860678000470116,2.344070904890204 48.86067380047014,2.344012704890215 48.86056520047013,2.344099104890184 48.86054420047012,2.344086004890185 48.86052080047012,2.344135704890167 48.860510600470114,2.344175004890154 48.860502300470124,2.344184004890151 48.860500500470124,2.344278104890116 48.8604751004701,2.344447904890075 48.8606918004701,2.344384904890099 48.860717400470094,2.344355304890112 48.8607294004701,2.344353604890111 48.86072320047013,2.344322204890122 48.86071770047012,2.344260904890141 48.8607072004701,2.344251904890144 48.86070530047014,2.344179704890169 48.86069070047012,2.344170904890168 48.860672900470114,2.344154904890175 48.860678000470116)))"
576,"MULTIPOLYGON(((2.344734604889944 48.860280700470064,2.344702004889956 48.86029930047007,2.344691704889961 48.86030530047006,2.344567804890008 48.8603587004701,2.344570904890006 48.8603645004701,2.344513704890028 48.860385000470096,2.34437780489006 48.8602109004701,2.344367004890064 48.86019760047009,2.344350504890067 48.860176400470095,2.344420004890042 48.86015930047008,2.344439004890037 48.86018350047011,2.344523504890004 48.86013100047009,2.344621504889976 48.86020010047005,2.344647104889969 48.86021840047007,2.344734604889944 48.860280700470064)))"
577,"MULTIPOLYGON(((2.344792404889938 48.86043580047007,2.344600904890008 48.86049640047009,2.344513704890028 48.860385000470096,2.344570904890006 48.8603645004701,2.344567804890008 48.8603587004701,2.344691704889961 48.86030530047006,2.344747804889946 48.86036930047009,2.344761504889943 48.86039000047007,2.344792404889938 48.86043580047007)))"
578,"MULTIPOLYGON(((2.344792404889938 48.86043580047007,2.34486630488992 48.86053580047007,2.344890804889914 48.860568800470055,2.34475600488996 48.860593100470105,2.344692104889986 48.860613200470105,2.344600904890008 48.86049640047009,2.344792404889938 48.86043580047007)))"
580,"MULTIPOLYGON(((2.344979104889901 48.86077420047009,2.345025404889888 48.86082600047008,2.345027604889889 48.86082600047008,2.345124104889863 48.860919500470075,2.3450254048899 48.86096360047008,2.344957004889923 48.8609521004701,2.344851404889948 48.86081680047012,2.344979104889901 48.86077420047009)))"
587,"MULTIPOLYGON(((2.348753604888722 48.86217950046994,2.348785404888715 48.862236600469956,2.348646504888766 48.862268100469976,2.348559204888799 48.86228780046997,2.348521004888809 48.86227560046996,2.348449404888822 48.86213990046998,2.348467404888815 48.862114600469965,2.348612604888763 48.86208190046996,2.348672604888749 48.86219930046996,2.348753604888722 48.86217950046994)))"
592,"MULTIPOLYGON(((2.332007704894625 48.86415060047084,2.332009704894625 48.864149800470855,2.332006404894626 48.86414520047086,2.332052004894608 48.86412990047086,2.332027404894615 48.864097100470865,2.332031304894612 48.86409590047084,2.332215804894545 48.864037100470824,2.332328304894518 48.86418880047084,2.332280004894535 48.86420420047084,2.332139304894588 48.86425000047083,2.332093504894598 48.864189400470856,2.332049204894615 48.864203700470874,2.332007704894625 48.86415060047084)))"
593,"MULTIPOLYGON(((2.332545504894423 48.863929500470825,2.332549404894421 48.863928400470805,2.332574304894416 48.86396100047083,2.332590804894412 48.86398220047082,2.332638704894393 48.86396790047081,2.332823404894356 48.86425400047081,2.33284330489435 48.86428670047081,2.332860204894345 48.86431190047081,2.332912704894335 48.86439410047081,2.33276960489439 48.86446030047082,2.332734504894402 48.86447650047083,2.332726604894407 48.86448010047082,2.33236610489449 48.86399470047086,2.332362104894492 48.863988900470844,2.332545504894423 48.863929500470825)))"
594,"MULTIPOLYGON(((2.333742104894196 48.86617410047086,2.333843204894172 48.86631160047084,2.333752804894206 48.86633910047085,2.333721604894217 48.86634900047084,2.333687404894231 48.86636010047084,2.333660404894242 48.86640670047083,2.333631304894257 48.866456200470864,2.333620104894264 48.86647490047087,2.333607104894268 48.86649710047085,2.333639704894258 48.866506100470865,2.333624304894267 48.86653370047087,2.333844104894193 48.86657660047086,2.33381450489421 48.86664570047087,2.333582204894286 48.866603100470854,2.333549404894297 48.86659750047087,2.333532104894305 48.86662800047085,2.333563704894294 48.86663570047087,2.3335554048943 48.86664990047088,2.33353320489431 48.86669180047086,2.333509804894321 48.86673160047087,2.333476604894332 48.86672800047088,2.33320670489442 48.866661900470866,2.333205004894413 48.86658610047086,2.333324304894356 48.86638100047086,2.333416204894311 48.86621440047088,2.333549404894268 48.86624690047086,2.333558504894264 48.86623210047087,2.333742104894196 48.86617410047086)))"
597,"MULTIPOLYGON(((2.333193804894361 48.86587280047085,2.333408404894291 48.865921900470866,2.333452004894267 48.86584570047084,2.333446504894265 48.86577520047085,2.333371604894282 48.86567400047084,2.333294604894311 48.86569860047085,2.333281004894318 48.865724000470856,2.33327580489432 48.86573340047084,2.333263004894326 48.86575410047083,2.333248504894334 48.865779000470866,2.333241604894336 48.86579200047082,2.333218304894348 48.865831300470866,2.333193804894361 48.86587280047085)))"
598,"MULTIPOLYGON(((2.332595804894489 48.86495560047087,2.332432604894534 48.86480850047085,2.332439004894529 48.86478260047085,2.332596204894469 48.86470640047087,2.332661804894448 48.86471740047085,2.332791604894418 48.86489270047082,2.332595804894489 48.86495560047087)))"
599,"MULTIPOLYGON(((2.332595804894489 48.86495560047087,2.332791604894418 48.86489270047082,2.332899804894391 48.86503830047086,2.332743504894449 48.86508840047086,2.332595804894489 48.86495560047087)))"
601,"MULTIPOLYGON(((2.331980604894658 48.86445160047087,2.331970104894661 48.864433700470876,2.331960504894663 48.86441730047082,2.331945004894665 48.86439260047086,2.331890604894678 48.86430060047085,2.331830104894691 48.86421040047085,2.332007704894625 48.86415060047084,2.332049204894615 48.864203700470874,2.332093504894598 48.864189400470856,2.332139304894588 48.86425000047083,2.332280004894535 48.86420420047084,2.332328304894518 48.86418880047084,2.332435804894493 48.86433350047084,2.332387504894512 48.864349400470836,2.332186604894586 48.86441170047086,2.332169604894588 48.86438710047084,2.331980604894658 48.86445160047087)))"
602,"MULTIPOLYGON(((2.332268604894566 48.86453160047085,2.332230504894575 48.86447650047086,2.332186604894586 48.86441170047086,2.332387504894512 48.864349400470836,2.332435804894493 48.86433350047084,2.332522204894473 48.864449600470856,2.332473504894492 48.86446520047087,2.332382904894523 48.86449430047083,2.332352904894536 48.864504000470845,2.332330604894544 48.86451160047084,2.332299904894555 48.86452120047087,2.332268604894566 48.86453160047085)))"
603,"MULTIPOLYGON(((2.332351704894548 48.86465370047085,2.332280604894564 48.864550700470865,2.332268604894566 48.86453160047085,2.332299904894555 48.86452120047087,2.332330604894544 48.86451160047084,2.332352904894536 48.864504000470845,2.332382904894523 48.86449430047083,2.332473504894492 48.86446520047087,2.332522204894473 48.864449600470856,2.332591204894457 48.864542700470835,2.332548204894475 48.86456240047083,2.332351704894548 48.86465370047085)))"
606,"MULTIPOLYGON(((2.333315404894261 48.86519110047084,2.333475004894203 48.86514030047081,2.333499004894195 48.865137300470835,2.333536304894181 48.865137200470805,2.333577204894169 48.86513780047081,2.333585804894169 48.8651889004708,2.333592304894169 48.8652255004708,2.333601604894172 48.865281200470804,2.333423904894236 48.865336800470814,2.333315404894261 48.86519110047084)))"
607,"MULTIPOLYGON(((2.333423904894236 48.865336800470814,2.333601604894172 48.865281200470804,2.333778004894115 48.86533040047082,2.333643104894179 48.86553820047083,2.333574804894201 48.865539700470826,2.333423904894236 48.865336800470814)))"
612,"MULTIPOLYGON(((2.34838310488889 48.86269940046996,2.348300304888912 48.86261720047001,2.348268504888924 48.86262480047001,2.348200404888936 48.862489900469974,2.348261204888914 48.86247680046997,2.348329804888891 48.862462100469976,2.348455304888866 48.862697300469996,2.348512904888855 48.86280570046999,2.348423604888886 48.86280790046999,2.348385204888891 48.86271110047001,2.34838310488889 48.86269940046996)))"
617,"MULTIPOLYGON(((2.335971704893268 48.864180400470644,2.335845604893316 48.864236000470676,2.335726704893361 48.86429220047067,2.335640704893386 48.86421300047067,2.335737104893345 48.864136900470655,2.335924804893276 48.86409150047067,2.335970604893268 48.86417840047068,2.335971704893268 48.864180400470644)))"
618,"MULTIPOLYGON(((2.335846904893343 48.864568100470684,2.335729304893375 48.86445820047067,2.335913804893303 48.86436990047065,2.336068204893246 48.86430150047065,2.336139804893231 48.86443670047066,2.336112604893242 48.86444860047066,2.335918104893317 48.86453350047069,2.335898704893323 48.86454500047066,2.335846904893343 48.864568100470684)))"
620,"MULTIPOLYGON(((2.33615790489328 48.86509660047067,2.336388604893189 48.86497430047066,2.336473304893174 48.86513550047066,2.336474204893174 48.86513760047069,2.336403904893202 48.865185200470684,2.336354804893216 48.86515230047067,2.336346504893218 48.86514750047068,2.336324904893226 48.86513360047068,2.336290404893238 48.865150300470674,2.336247104893255 48.865174400470664,2.33615790489328 48.86509660047067)))"
622,"MULTIPOLYGON(((2.336060804893398 48.866140200470724,2.336082204893389 48.866128300470734,2.336124804893373 48.86610380047073,2.336245804893325 48.86603510047073,2.336391404893286 48.86614850047071,2.336399404893283 48.866154700470695,2.336526704893234 48.866082100470685,2.336519604893236 48.86607680047069,2.336420104893264 48.86600280047069,2.336370204893278 48.86596590047071,2.33638980489327 48.8659549004707,2.336424104893256 48.86593570047069,2.33672420489314 48.865768400470685,2.33675000489313 48.86575330047068,2.336624404893165 48.86565680047068,2.336469904893226 48.865742900470686,2.336473404893224 48.865745600470675,2.336299504893293 48.8658427004707,2.336240004893316 48.86587580047072,2.33610040489337 48.865953800470706,2.336096604893369 48.86595100047071,2.335931204893433 48.866042800470744,2.335935204893434 48.866045800470715,2.336060804893398 48.866140200470724)))"
623,"MULTIPOLYGON(((2.336427504893309 48.86658680047072,2.336354404893322 48.8664635004707,2.336372604893316 48.86645150047071,2.336373804893316 48.86645190047072,2.33649590489327 48.86638040047072,2.336368204893302 48.86627860047071,2.336491004893255 48.86620970047072,2.336616604893222 48.86630690047071,2.336661404893204 48.866281500470706,2.336728704893178 48.866243900470685,2.336791104893152 48.86620900047069,2.33685120489313 48.86617290047068,2.336979704893078 48.86609880047068,2.337048204893067 48.86622940047068,2.337049504893067 48.86623140047069,2.336822304893155 48.866362800470704,2.336668004893215 48.866451700470684,2.336562204893257 48.866512200470716,2.336427504893309 48.86658680047072)))"
624,"MULTIPOLYGON(((2.336562204893257 48.866512200470716,2.336668004893215 48.866451700470684,2.336822304893155 48.866362800470704,2.337049504893067 48.86623140047069,2.337071804893058 48.86621900047069,2.337129404893047 48.86632630047067,2.337004604893096 48.86640000047069,2.336989904893101 48.8664085004707,2.336908804893133 48.86645500047072,2.336886404893143 48.866468600470704,2.336881604893143 48.86647100047068,2.336790404893179 48.866523700470715,2.336777104893184 48.86653150047071,2.336668404893228 48.866594900470716,2.336666004893228 48.86659170047071,2.336635504893236 48.86656820047071,2.336562204893257 48.866512200470716)))"
